logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,gene_symbol
0.011221711157559938,4.330687455209672,1.9994231477066717,0.048321337005824874,0.5914324647176,-10.541147971406701,ENSG00000007255,TRAPPC6A
0.0029769022670189413,2.849492381387936,0.42128965459432344,0.6744628991688039,1,-12.430795554791336,ENSG00000007264,MATK
-0.0011666515624205805,0.05408703908091885,-1.0815923955784863,0.28207865055702963,0.9761826725693561,-11.932977675650072,ENSG00000007306,CEACAM7
0.006366557733833717,3.257195373102691,0.8453402869689223,0.3999727909190519,1,-12.16073145621174,ENSG00000007312,CD79B
-0.014013174283295373,1.5475219585914164,-1.7496288289403932,0.08330164158189314,0.6956957896443967,-10.997771300526198,ENSG00000007314,SCN4A
0.005070546326141397,3.5290210407249516,1.589507666177882,0.11515548264438898,0.7544030476806455,-11.260363622076754,ENSG00000007341,ST7L
0.007481867163013069,1.51115178280685,1.0932689776624904,0.27694636697531827,0.9699350556074718,-11.920303490827473,ENSG00000007350,TKTL1
0.009820851049264646,5.275228133719181,0.6541977272175754,0.5145113164478596,1,-12.304665417595018,ENSG00000007372,PAX6
0.008687543363465527,4.428116165228706,2.121226239463208,0.036416877434640844,0.5466722485470682,-10.298139873114856,ENSG00000007376,RPUSD1
-0.008815343962284053,5.605624454344022,-1.6196306910769807,0.10851399982789157,0.7463544650516148,-11.212783391654932,ENSG00000007384,RHBDF1
-0.0025956013933903727,5.509725579589167,-0.4858675169727077,0.6281418683915803,1,-12.401268670847658,ENSG00000007392,LUC7L
0.006107851708539761,4.9613088656881805,0.8127692330598645,0.4183135292901268,1,-12.187819820855353,ENSG00000007402,CACNA2D2
0.009171188078444331,2.8672534276848265,1.2740653234205586,0.20564278344462347,0.890125032482487,-11.707178412171865,ENSG00000007516,BAIAP3
0.0028387946441706274,5.578260329746686,0.6549974721537526,0.5139984568295468,1,-12.304138877613513,ENSG00000007520,TSR3
0.0029946927948332073,5.647580240989021,0.6797331200482966,0.49827028437269305,1,-12.287538518456998,ENSG00000007541,PIGQ
-0.0035652615625091865,4.029141430316457,-0.7775443111352297,0.43870410438094054,1,-12.21593312366958,ENSG00000007545,CRAMP1
-0.009420131196107764,5.750171998578341,-1.8693688432578217,0.06454673788263722,0.6450358735592753,-10.785958080665033,ENSG00000007866,TEAD3
-0.004068388230266623,3.4394299532713,-0.15638469003786531,0.8760503742742715,1,-12.508008685622514,ENSG00000007908,SELE
-0.004698288383873589,4.4608173192246285,-0.934828973831523,0.3521661141466286,1,-12.080913644025275,ENSG00000007923,DNAJC11
-0.021779848041315768,5.6084657185204865,-2.9403729208250864,0.004086575590436783,0.3258184828606249,-8.334897787451148,ENSG00000007933,FMO3
-0.007775188557144124,5.684598438397249,-1.3669146319899332,0.1747685538778844,0.853594389560896,-11.585485388796226,ENSG00000007944,MYLIP
0.0013930649626131225,0.42508221972341287,0.5444245318377052,0.5873816507481462,1,-12.370878806077119,ENSG00000007952,NOX1
-0.018262425813102452,0.8042763446757606,-2.576958067300688,0.011452528456988766,0.4010242126722877,-9.274629118999579,ENSG00000007968,E2F2
0.007080588697464929,7.398253729997219,1.807203474628816,0.0737879908598494,0.6697416296391209,-10.897561951177686,ENSG00000008018,PSMB1
0.02423702434291776,4.03765476082484,2.5876209225190667,0.011126341987428536,0.3981954839900818,-9.248580720922035,ENSG00000008056,SYN1
0.0020147306402633442,4.449649132216203,0.3929611730593463,0.6951986370678283,1,-12.442426441965962,ENSG00000008083,JARID2
0.0058846526754784785,3.8831601889713188,0.8662581887616685,0.38845700948829465,1,-12.142781603292955,ENSG00000008086,CDKL5
0.004777852844498973,2.168345050469645,0.725811644184845,0.46967795059055284,1,-12.25499016940045,ENSG00000008118,CAMK1G
-0.00551278531924366,1.2994806229590299,-1.4409015878088791,0.15278875290592894,0.8165440312037267,-11.482621217883818,ENSG00000008128,CDK11A
-0.005103165191600162,6.0790474598555075,-1.2064387826342717,0.23054243456474457,0.9185536269684115,-11.790599476897828,ENSG00000008130,NADK
0.03419746755775392,2.866102034278323,2.1729544144771333,0.03218545330438015,0.5274618052381187,-10.190969732243515,ENSG00000008196,TFAP2B
0.0018072911034827136,0.07250079484512574,0.7559814834602259,0.4514672560504953,1,-12.232535541802458,ENSG00000008197,TFAP2D
