ensembl_gene_id,H2O2_vs_CTRL.log2FoldChange,H2O2_vs_CTRL.pvalue,PRG4_vs_CTRL.log2FoldChange,PRG4_vs_CTRL.pvalue,H2O2PRG4_vs_H2O2.log2FoldChange,H2O2PRG4_vs_H2O2.pvalue,hgnc_symbol
ENSG00000267748,-0.194498408167915,0.796656178884219,-1.93971095107928,0.0201404901010633,0.972840967056945,0.185699345883511,
ENSG00000267881,,,,,,,
ENSG00000267952,0.589429266248161,0.779745397185097,-0.285259612636776,0.897040009535269,2.39633957981606,0.202487513228893,
ENSG00000268083,0.756472384313174,0.20823381564685,-0.875750480338986,0.164566090024084,-0.0409220298839283,0.944384809227026,
ENSG00000268107,-0.372785395912323,0.801924958038039,-1.67182012470418,0.290768686230548,2.24000409026291,0.118391262691055,
ENSG00000268133,0.149269175552907,0.896935347610711,-2.01617809747754,0.136861482630435,2.11293128941391,0.0507915313774769,
ENSG00000268163,-0.157758510032156,0.546095110977108,-0.129486225231362,0.618573503141717,0.211824592723621,0.414532006661699,
ENSG00000268173,3.98219333584973,0.0002773022003186,-0.201531970231219,0.877287328305637,0.168378464167951,0.840040559559213,
ENSG00000268193,1.17935358763107,0.447515872889432,-1.21021032606715,0.502503004216873,0.137438689960201,0.923669189721493,
ENSG00000268279,1.75823953274721,0.0633409467313056,-0.743359826738075,0.466377013227766,0.341440449151738,0.702284999926796,
ENSG00000268361,1.32113987961073,0.543107131415156,1.8196600226184,0.394182725906525,-1.03477551777764,0.620911501266455,
ENSG00000268400,0.894039944675525,0.0039144834783386,0.326174828333733,0.298130044576129,0.202157909256956,0.494985751278449,
ENSG00000268434,-0.20712815784001,0.392328200358353,-0.0969071236849628,0.686408246469389,0.0862083219954533,0.720679515071824,
ENSG00000268465,4.38404610763837,0.0035769937094469,-2.05942420340251,0.277941831185147,-0.678647191194751,0.552702725548294,
ENSG00000268533,-0.0417553543324281,0.878820197856675,0.481132000439415,0.0738844532158192,0.370938549702455,0.169227586130746,
ENSG00000268543,0.357020128614688,0.575886722085045,1.06717549625649,0.0873454080906388,0.507714667852,0.410476610406249,
ENSG00000268614,,,,,,,
ENSG00000268643,4.78057412796718,4.79458534989047e-13,-4.02593803366618,0.0028058142797956,1.42268866817163,0.0007551307647357,
ENSG00000268655,4.23009425353818,1.99245925477099e-06,1.40224001345169,0.147804504886509,0.705146994957358,0.185096897607209,
ENSG00000268674,,,,,,,
