"gene","mean_control","mean_amd","var_control","var_amd","cv_control","cv_amd","f_stat","f_pvalue","levene_pvalue","extreme_freq_control","extreme_freq_amd","f_fdr","levene_fdr","var_fc","cv_diff"
"129",3.71233453380332,3.68979389791603,0.201894733573402,0.137523938493555,0.121036197932579,0.100504828010242,0.68116654684089,0.28512739205744,0.118902074532169,0.04,0,0.788801688851878,0.985956148812927,-0.553927656911571,-0.0205313699223379
"130",1.81387977889034,1.85100324818223,0.164366478989595,0.149004289916985,0.223510477936311,0.208541249143084,0.906536970512203,0.800056061724827,0.877925823097823,0.04,0,0.96668102486779,0.99768876265657,-0.141571014815957,-0.014969228793227
"131",4.12008002671549,4.10575974235259,0.563669468500364,0.613633652054444,0.182224387333118,0.190792345242338,1.08864092583728,0.777421698988819,0.845765340920283,0.02,0.0357142857142857,0.961382324333474,0.997106104691888,0.122525618702911,0.00856795790921946
"132",1.84448758661508,1.64759076100417,0.212769397023658,0.0611017596026891,0.250079797597628,0.150029702142444,0.287173627680559,0.000851270507765328,0.0373506242580616,0.08,0,0.143947140646204,0.985956148812927,-1.8000116087238,-0.100050095455184
"133",4.03736796218187,4.00528479969254,0.50008435810798,0.5281872780309,0.17515526460054,0.181451455990472,1.05619635860886,0.846603789351071,0.667214175962168,0.04,0.0357142857142857,0.974932118308545,0.991278417771352,0.0788751877283305,0.00629619138993262
"134",2.19182130213598,2.18037051270423,0.41670564230415,0.372199255730366,0.294516308841194,0.279806146877557,0.893194662957554,0.767034766851245,0.452869430547621,0.04,0.0714285714285714,0.95911993621177,0.989252056840797,-0.162956926274224,-0.0147101619636369
"136",1.89243333423707,2.07565412893231,0.151961228327771,0.277699165124453,0.205989734992732,0.25388210476819,1.82743432769228,0.0659326969862324,0.257135932193898,0.02,0.107142857142857,0.549396974694292,0.985956148812927,0.869810067330099,0.047892369775458
"137",1.86330292114726,1.88055229795461,0.168786039022658,0.121161134969701,0.220487799347096,0.185095567975837,0.717838606032082,0.356846401897624,0.878868308158796,0.04,0,0.826295236207713,0.997758924294306,-0.4782771276105,-0.0353922313712587
"138",8.84623812230306,8.71348192309529,0.128795245730812,0.0641476520266197,0.0405687140319336,0.0290668920648657,0.498059160977813,0.0539632171653562,0.0329693133859471,0.08,0,0.517028137878321,0.985956148812927,-1.00562217614103,-0.0115018219670679
"140",2.23133270142284,2.19022053944842,0.16471205403492,0.203740365009409,0.181885536987096,0.206086951123542,1.23694872365696,0.508093000780792,0.812187410574911,0.02,0.0357142857142857,0.890438684847723,0.996739229084981,0.306776937359367,0.024201414136446
"142",4.5942665623611,4.54362503879007,0.196153694388084,0.139567885050757,0.0964010938663524,0.0822224037230361,0.711523101750131,0.343987681316083,0.308589177802752,0.04,0.0357142857142857,0.8200456274322,0.985956148812927,-0.491024850818788,-0.0141786901433163
"143",3.36745308073045,3.48735162910454,0.138631164209055,0.159208623433973,0.110567821513393,0.114416176251008,1.14843314158343,0.659262793554353,0.782875446138634,0,0.0714285714285714,0.935719931217377,0.995933769408379,0.199656462999724,0.0038483547376153
"144",9.94065077289341,9.8181885558027,0.170826951294235,0.167287476322376,0.0415779750830684,0.0416581809572173,0.979280348065435,0.977304011923031,0.161782867273402,0.04,0.0357142857142857,0.995613588650904,0.985956148812927,-0.0302146069874731,8.02058741489128e-05
"145",7.45572909908634,7.18340025407208,0.198132369513787,0.113455599626526,0.0597018156021121,0.0468902816720425,0.572625260097296,0.121248734009398,0.218378869895392,0.06,0,0.643187746718247,0.985956148812927,-0.804344063296687,-0.0128115339300696
"146",3.75077479502527,3.62894296695488,0.305108360164592,0.326500643587705,0.147267172717525,0.157456922304399,1.07011372422431,0.816514726874701,0.825733439225753,0.08,0.0357142857142857,0.969622901704606,0.996782245205759,0.0977593958823696,0.0101897495868735
"147",3.62178273238718,3.58284564295634,0.194463243741489,0.158454671071874,0.121757647698483,0.111102620821941,0.814830957373706,0.574887912226919,0.278226511043406,0.08,0.0357142857142857,0.913549574315653,0.985956148812927,-0.295434720951038,-0.0106550268765422
"148",2.8164914548765,2.72200234900249,0.378783674730362,0.164487858061061,0.218517908126866,0.148997255016461,0.434252764927506,0.0220106736385117,0.152612364201463,0.14,0,0.406635350367555,0.985956148812927,-1.20339686890188,-0.0695206531104045
"150",1.8005196516933,1.81925752526531,0.1576885706148,0.175427530191839,0.220547429912118,0.230226046519944,1.11249362910627,0.728784109716165,0.457173327805748,0.06,0.0357142857142857,0.952192995498541,0.989470568577466,0.153787925265892,0.00967861660782543
"151",1.85532115095326,1.83021100090536,0.172696230616712,0.159934818843612,0.223986632019371,0.218509394024835,0.926104862118137,0.848330083751281,0.588581138270294,0.04,0,0.975420198379116,0.99090443813819,-0.110760890861133,-0.00547723799453587
"152",2.01894106370356,2.00867420249845,0.301567385166131,0.217109786929591,0.271999639675051,0.231969017162466,0.719937889868254,0.361164642368343,0.398732826956329,0.06,0.0357142857142857,0.828296165192462,0.986576312957254,-0.47406043043034,-0.0400306225125852
"153",1.84581718379467,1.90814465622114,0.1988386759215,0.263660535591123,0.24158029718326,0.269098354392976,1.3260022697758,0.384464971871272,0.361231480285971,0.04,0.0714285714285714,0.837578070899775,0.985956148812927,0.407075989388997,0.0275180572097163
