"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
212,212,"",0.246134526681592,-0.177779694443997,0.94130733267475,0.0613084527685652,0.352595807626895,0.854980513627527,0.078373812781698,0.087408056591449,0.863580121631905
213,213,"",0.145697167983621,-0.215217291662586,0.932337304308334,0.746187491400177,-0.0493771914264929,0.984671598676398,0.349961692357153,-0.132297241544539,0.942595893898428
214,214,"TBC1D14",0.752101066360577,-0.042903888556763,0.982241006592212,0.110722931599151,0.263089401011637,0.882862692771637,0.290263503864483,0.110092756227437,0.93442222184207
216,216,"",0.854345222906057,0.0285509100929568,0.98958991574926,0.988479323350206,-0.00287756601502407,0.999376679818649,0.987229840708336,0.0128366720389664,0.997988645126529
217,217,"CD1A",0.315466592767804,-0.144864236947648,0.950221501216618,0.697238501273585,0.0612910859023589,0.981859157582711,0.553040648854273,-0.0417865755226445,0.965334021725025
218,218,"RFC1",0.405008741180295,-0.109874450512989,0.957768940026551,0.53698889458448,0.0979385160155039,0.966006719668461,0.549285938688337,-0.00596796724874255,0.965334021725025
219,219,"RNF121",0.113432871558209,0.22719876846471,0.932337304308334,0.00774630921104045,0.355916591762404,0.7463767550049,0.00706207295556618,0.291557680113557,0.667263245158019
220,220,"C6orf62",0.172690618684847,-0.161332082585568,0.932337304308334,0.388511299222944,0.107744473189728,0.953307730198106,0.248354510153267,-0.02679380469792,0.925012256203121
221,221,"LOC440338",0.114527500396875,-0.202335209161789,0.932337304308334,0.926891720154773,0.0198627885965449,0.99719687542073,0.344244355907818,-0.091236210282622,0.940158737536421
222,222,"FAM98A",0.190444859370866,-0.195547007207307,0.932337304308334,0.0820989858424715,0.320131496631304,0.861723043327004,0.0806505052493079,0.0622922447119985,0.863580121631905
223,223,"NFKBIB",0.733374769244039,-0.0605045285371015,0.980927333018157,0.206532531651775,0.295976440700148,0.921216811520912,0.437341558890851,0.117735956081523,0.956574454771465
224,224,"",0.524295130996152,0.0928268767847694,0.964946142531378,0.582618913150168,-0.101718054940675,0.969581870228607,0.667721196861592,-0.0044455890779528,0.974544981868071
225,225,"ENAH",0.507281666103324,-0.117553984836091,0.963769568130646,0.284036545638727,0.207397118463944,0.935791698837804,0.423231313240852,0.0449215668139265,0.954276676853554
