"gene","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
211,0.124110806495356,-0.249548095429115,0.933048070137976,0.522096402912934,0.126770765077308,0.99327312253652,0.242115934170731,-0.0613886651759035,0.974688714097658
212,0.0579112873465545,-0.347807451034535,0.933048070137976,0.311598205592975,0.229175691596802,0.991236084654385,0.090493843110075,-0.0593158797188665,0.974688714097658
213,0.629287091263655,-0.0833200227418616,0.979838729179579,0.83572446379356,0.0321003850904566,0.996270076660835,0.863873406725568,-0.0256098188257025,0.995242985107319
214,0.278253299142471,-0.171133133218096,0.940508377186256,0.237379777255811,0.219717477594478,0.991236084654385,0.245535157761887,0.024292172188191,0.974688714097658
216,0.392537833670388,0.163515517405683,0.954795839993663,0.519452496936298,0.144855610327306,0.99327312253652,0.528134175636751,0.154185563866495,0.97870236634515
217,0.301385582808796,-0.180890883524313,0.941708249613671,0.800402444492827,-0.0441223788797282,0.996270076660835,0.584259786725378,-0.112506631202021,0.979146316396815
218,0.249858240962095,-0.167716035398199,0.93806672432868,0.401221748151897,0.147968725996764,0.99309461845979,0.33083053172203,-0.00987365470071749,0.974688714097658
219,0.100435753445029,0.249974135650293,0.933048070137976,0.38151225260468,0.133757318324014,0.992471466373738,0.16330328641005,0.191865726987153,0.974688714097658
220,0.558778522761687,0.0874426910695854,0.97561922896555,0.171082082521559,0.201260374064445,0.991236084654385,0.320021824649263,0.144351532567015,0.974688714097658
221,0.855145820514415,0.0260879920033265,0.995095747545421,0.400410237150286,-0.187948711929291,0.99309461845979,0.709385774080526,-0.0809303599629822,0.987751140292003
222,0.0449419802147446,-0.361575507691219,0.933048070137976,0.855004210899938,0.0395419230315519,0.99627995874774,0.163655778409477,-0.161016792329834,0.974688714097658
223,0.0131175336673367,0.552143746562154,0.933048070137976,0.0609222449235115,0.540550262071835,0.991236084654385,0.00649865448769261,0.546347004316994,0.951779305815148
224,0.65201379156264,-0.0731236415339684,0.982635238807208,0.0942461339929337,-0.368696831477129,0.991236084654385,0.23286609114353,-0.220910236505549,0.974688714097658
225,0.264520630762978,-0.226370722533691,0.93806672432868,0.120220153278712,-0.337531495463147,0.991236084654385,0.141458040808533,-0.281951108998419,0.974688714097658
227,0.186825762874295,-0.265008244795367,0.933048070137976,0.348386604502946,-0.186230132130258,0.991236084654385,0.242908285942726,-0.225619188462812,0.974688714097658
228,0.372193382660396,-0.169144511348995,0.95428729971256,0.580226724103701,-0.116525397558767,0.99327312253652,0.546948409348044,-0.142834954453881,0.978731480058221
229,0.679708369768322,-0.121543367698314,0.984115743959551,0.0526041472503059,-0.643849979877934,0.991236084654385,0.154858830922412,-0.382696673788124,0.974688714097658
230,0.0653926152855144,-0.344018454521703,0.933048070137976,0.424455021082421,0.160389150772732,0.993271113887083,0.127242723417776,-0.0918146518744855,0.974688714097658
231,0.278776369735907,-0.33116651465639,0.940508377186256,0.242412422441956,-0.343712211614203,0.991236084654385,0.24966738644213,-0.337439363135297,0.974688714097658
232,0.127842514742403,0.239970899567065,0.933048070137976,0.61886127140924,0.113340486997334,0.99327312253652,0.279822627043531,0.176655693282199,0.974688714097658
233,0.421261969653351,0.128795369862627,0.959723574707667,0.475019251285941,-0.151864123132907,0.99327312253652,0.522060641253176,-0.01153437663514,0.978522448974553
234,0.070807455738316,-0.318435576464215,0.933048070137976,0.0881588847901923,0.288819993421078,0.991236084654385,0.0379307849091476,-0.0148077915215685,0.974688714097658
236,0.662016476046985,0.0717412954985186,0.983244553782444,0.314888999916181,0.193253260393887,0.991236084654385,0.535329644208127,0.132497277946203,0.97870236634515
237,0.396507529853055,-0.116281826731647,0.954795839993663,0.484604663190898,-0.186596220859774,0.99327312253652,0.509096389484733,-0.151439023795711,0.978220895072443
238,0.240136476061924,0.198090354339935,0.93806672432868,0.512017814851748,0.12146211674791,0.99327312253652,0.380659140968091,0.159776235543923,0.974688714097658
239,0.422123724770055,0.268059714766894,0.959723574707667,0.236838262059393,-0.389915527727546,0.991236084654385,0.330201055188444,-0.060927906480326,0.974688714097658
240,0.501604295999214,-0.120583754418539,0.972672150301632,0.217320503026119,-0.303769192828534,0.991236084654385,0.350608127313264,-0.212176473623536,0.974688714097658
241,0.090244699703633,0.322595919679283,0.933048070137976,0.154826320359757,0.39618392733064,0.991236084654385,0.0736433078467362,0.359389923504962,0.974688714097658
242,0.969459741967173,0.00554338961122311,0.999445814739313,0.418901122484788,0.155543615904216,0.99309461845979,0.772066393979852,0.0805435027577196,0.991781328161635
243,0.156727372692492,0.231570168932468,0.933048070137976,0.338557079275501,-0.197296252983507,0.991236084654385,0.208865182878335,0.0171369579744805,0.974688714097658
244,0.53611162964071,-0.0917668411506425,0.97561922896555,0.0854291605390228,0.37401525822285,0.991236084654385,0.187021643641456,0.141124208536104,0.974688714097658
245,0.168488614733137,-0.431399431817387,0.933048070137976,0.886479739814488,0.0404539781530445,0.99627995874774,0.433355788452056,-0.195472726832171,0.974688714097658
